,airline,time,price,base_price,stops,source,destination,dept_time,arrv_time,date,class
0,Go Air,02 hrs 10 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,08:05,10:15,02/09/2020,Economy
1,Vistara,02 hrs ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,10:15,12:15,02/09/2020,Economy
2,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,13:30,15:40,02/09/2020,Economy
3,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,15:00,17:10,02/09/2020,Economy
4,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,17:00,19:10,02/09/2020,Economy
5,Spicejet,02 hrs 10 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,18:45,20:55,02/09/2020,Economy
6,Spicejet,02 hrs 15 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,07:20,09:35,02/09/2020,Economy
7,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,10:30,12:45,02/09/2020,Economy
8,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,21:00,23:15,02/09/2020,Economy
9,IndiGo,02 hrs 05 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,09:50,11:55,02/09/2020,Economy
10,IndiGo,02 hrs 10 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,11:35,13:45,02/09/2020,Economy
11,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,08:00,10:15,02/09/2020,Economy
12,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,15:50,18:05,02/09/2020,Economy
13,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,18:35,20:50,02/09/2020,Economy
14,AirAsia,08 hrs 50 mins ,"₹ 5,313","₹ 4,669",1 stop via Bengaluru,Mumbai,New Delhi,06:00,14:50,02/09/2020,Economy
15,AirAsia,08 hrs 50 mins ,"₹ 5,313","₹ 4,669",1 stop via Hyderabad,Mumbai,New Delhi,16:10,01:00+1 DAYArrival : New Delhi03 Sep 2020,02/09/2020,Economy
16,IndiGo,05 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,14:00,19:45,02/09/2020,Economy
17,IndiGo,06 hrs 30 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,23:55,02/09/2020,Economy
18,IndiGo,07 hrs 05 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,16:15,02/09/2020,Economy
19,IndiGo,08 hrs 50 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,20:50,02/09/2020,Economy
20,IndiGo,11 hrs 40 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,20:50,02/09/2020,Economy
21,Air India,08 hrs 25 mins ,"₹ 6,631","₹ 5,660",1 stop via Hyderabad,Mumbai,New Delhi,14:10,22:35,02/09/2020,Economy
22,IndiGo,05 hrs 10 mins ,"₹ 6,841","₹ 6,050",1 stop via Hyderabad,Mumbai,New Delhi,17:25,22:35,02/09/2020,Economy
23,Vistara,10 hrs 25 mins ,"₹ 6,841","₹ 5,940",1 stop via Hyderabad,Mumbai,New Delhi,09:20,19:45,02/09/2020,Economy
24,IndiGo,10 hrs 35 mins ,"₹ 6,841","₹ 6,050",1 stop via Hyderabad,Mumbai,New Delhi,12:00,22:35,02/09/2020,Economy
25,IndiGo,05 hrs 25 mins ,"₹ 7,523","₹ 6,700",1 stop via Goa,Mumbai,New Delhi,12:35,18:00,02/09/2020,Economy
26,Air India,09 hrs 30 mins ,"₹ 7,681","₹ 6,660",1 stop via Bhubaneswar,Mumbai,New Delhi,12:00,21:30,02/09/2020,Economy
27,IndiGo,07 hrs 55 mins ,"₹ 8,050","₹ 7,201",1 stop via Dehradun,Mumbai,New Delhi,10:05,18:00,02/09/2020,Economy
28,IndiGo,04 hrs 45 mins ,"₹ 8,207","₹ 7,350",1 stop via Dehradun,Mumbai,New Delhi,10:05,14:50,02/09/2020,Economy
29,IndiGo,07 hrs 55 mins ,"₹ 8,413","₹ 7,548",1 stop via Nagpur,Mumbai,New Delhi,09:50,17:45,02/09/2020,Economy
30,Air India,10 hrs 45 mins ,"₹ 8,424","₹ 7,160","2 stop via Bengaluru,Lucknow",Mumbai,New Delhi,10:30,21:15,02/09/2020,Economy
31,Vistara,11 hrs 15 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,20:15,02/09/2020,Economy
32,Vistara,05 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,15:15,02/09/2020,Economy
33,Vistara,10 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,20:15,02/09/2020,Economy
34,Vistara,05 hrs 50 mins ,"₹ 8,739","₹ 7,540",1 stop via Bengaluru,Mumbai,New Delhi,09:00,14:50,02/09/2020,Economy
35,IndiGo,05 hrs 25 mins ,"₹ 10,831","₹ 9,850",1 stop via Raipur,Mumbai,New Delhi,06:00,11:25,02/09/2020,Economy
36,IndiGo,08 hrs 45 mins ,"₹ 10,831","₹ 9,850",1 stop via Varanasi,Mumbai,New Delhi,12:55,21:40,02/09/2020,Economy
37,IndiGo,06 hrs 55 mins ,"₹ 11,399","₹ 10,440",1 stop via Allahabad,Mumbai,New Delhi,12:45,19:40,02/09/2020,Economy
38,Spicejet,14 hrs 45 mins ,"₹ 12,442","₹ 11,405",1 stop via Varanasi,Mumbai,New Delhi,06:40,21:25,02/09/2020,Economy
39,Spicejet,26 hrs 05 mins ,"₹ 12,722","₹ 11,671",1 stop via Gorakhpur,Mumbai,New Delhi,10:55,13:00+1 DAYArrival : New Delhi03 Sep 2020,02/09/2020,Economy
40,Spicejet,24 hrs 45 mins ,"₹ 14,403","₹ 13,272",1 stop via Patna,Mumbai,New Delhi,09:55,10:40+1 DAYArrival : New Delhi03 Sep 2020,02/09/2020,Economy
0,Go Air,02 hrs 10 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,08:05,10:15,03/09/2020,Economy
1,Vistara,02 hrs ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,10:15,12:15,03/09/2020,Economy
2,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,13:30,15:40,03/09/2020,Economy
3,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,15:00,17:10,03/09/2020,Economy
4,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,17:00,19:10,03/09/2020,Economy
5,Spicejet,02 hrs 10 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,18:45,20:55,03/09/2020,Economy
6,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,07:00,09:15,03/09/2020,Economy
7,Spicejet,02 hrs 15 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,07:20,09:35,03/09/2020,Economy
8,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,10:30,12:45,03/09/2020,Economy
9,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,21:00,23:15,03/09/2020,Economy
10,IndiGo,02 hrs 05 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,09:50,11:55,03/09/2020,Economy
11,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,08:00,10:15,03/09/2020,Economy
12,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,15:50,18:05,03/09/2020,Economy
13,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,18:35,20:50,03/09/2020,Economy
14,AirAsia,08 hrs 20 mins ,"₹ 5,313","₹ 4,669",1 stop via Bengaluru,Mumbai,New Delhi,06:00,14:20,03/09/2020,Economy
15,IndiGo,04 hrs 30 mins ,"₹ 6,473","₹ 5,700",1 stop via Ahmedabad,Mumbai,New Delhi,15:45,20:15,03/09/2020,Economy
16,IndiGo,05 hrs 10 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,22:35,03/09/2020,Economy
17,IndiGo,05 hrs 25 mins ,"₹ 6,579","₹ 5,800",1 stop via Goa,Mumbai,New Delhi,12:35,18:00,03/09/2020,Economy
18,IndiGo,05 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,14:00,19:45,03/09/2020,Economy
19,IndiGo,07 hrs 05 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,16:15,03/09/2020,Economy
20,IndiGo,08 hrs 50 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,20:50,03/09/2020,Economy
21,IndiGo,10 hrs 35 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,22:35,03/09/2020,Economy
22,IndiGo,11 hrs 40 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,20:50,03/09/2020,Economy
23,Vistara,10 hrs 25 mins ,"₹ 6,631","₹ 5,740",1 stop via Hyderabad,Mumbai,New Delhi,09:20,19:45,03/09/2020,Economy
24,Air India,12 hrs 35 mins ,"₹ 6,631","₹ 5,660",1 stop via Hyderabad,Mumbai,New Delhi,10:00,22:35,03/09/2020,Economy
25,IndiGo,07 hrs 55 mins ,"₹ 6,947","₹ 6,150",1 stop via Nagpur,Mumbai,New Delhi,09:50,17:45,03/09/2020,Economy
26,IndiGo,10 hrs 25 mins ,"₹ 6,947","₹ 6,150",1 stop via Nagpur,Mumbai,New Delhi,09:50,20:15,03/09/2020,Economy
27,IndiGo,04 hrs 45 mins ,"₹ 7,419","₹ 6,600",1 stop via Dehradun,Mumbai,New Delhi,10:05,14:50,03/09/2020,Economy
28,IndiGo,07 hrs 55 mins ,"₹ 7,419","₹ 6,600",1 stop via Dehradun,Mumbai,New Delhi,10:05,18:00,03/09/2020,Economy
29,Vistara,04 hrs 35 mins ,"₹ 7,681","₹ 6,740",1 stop via Goa,Mumbai,New Delhi,12:30,17:05,03/09/2020,Economy
30,Air India,13 hrs 30 mins ,"₹ 7,681","₹ 6,660","2 stop via Tirupati,Visakhapatnam",Mumbai,New Delhi,09:30,23:00,03/09/2020,Economy
31,Air India,05 hrs ,"₹ 8,206","₹ 7,160",1 stop via Tirupati,Mumbai,New Delhi,09:30,14:30,03/09/2020,Economy
32,IndiGo,06 hrs 55 mins ,"₹ 8,396","₹ 7,581",1 stop via Allahabad,Mumbai,New Delhi,12:45,19:40,03/09/2020,Economy
33,Vistara,05 hrs 50 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,14:50,03/09/2020,Economy
34,Air India,09 hrs 55 mins ,"₹ 8,424","₹ 7,160","2 stop via Hyderabad,Bengaluru",Mumbai,New Delhi,10:00,19:55,03/09/2020,Economy
35,Vistara,11 hrs 15 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,20:15,03/09/2020,Economy
36,IndiGo,06 hrs 20 mins ,"₹ 9,099","₹ 8,200",1 stop via Varanasi,Mumbai,New Delhi,12:55,19:15,03/09/2020,Economy
37,IndiGo,04 hrs 45 mins ,"₹ 9,309","₹ 8,400",1 stop via Chandigarh,Mumbai,New Delhi,08:55,13:40,03/09/2020,Economy
38,IndiGo,07 hrs 05 mins ,"₹ 9,313","₹ 8,404",1 stop via Amritsar,Mumbai,New Delhi,16:10,23:15,03/09/2020,Economy
39,Spicejet,14 hrs 45 mins ,"₹ 9,818","₹ 8,905",1 stop via Varanasi,Mumbai,New Delhi,06:40,21:25,03/09/2020,Economy
40,IndiGo,05 hrs 25 mins ,"₹ 10,831","₹ 9,850",1 stop via Raipur,Mumbai,New Delhi,06:00,11:25,03/09/2020,Economy
41,Air India,07 hrs 20 mins ,"₹ 12,511","₹ 11,260",1 stop via Kolkata,Mumbai,New Delhi,06:10,13:30,03/09/2020,Economy
42,Spicejet,17 hrs 40 mins ,"₹ 13,037","₹ 11,972",1 stop via Kolkata,Mumbai,New Delhi,05:50,23:30,03/09/2020,Economy
43,Spicejet,27 hrs 15 mins ,"₹ 13,838","₹ 12,735",1 stop via Gorakhpur,Mumbai,New Delhi,10:55,14:10+1 DAYArrival : New Delhi04 Sep 2020,03/09/2020,Economy
44,Spicejet,10 hrs 35 mins ,"₹ 14,403","₹ 13,272",1 stop via Patna,Mumbai,New Delhi,09:55,20:30,03/09/2020,Economy
45,Spicejet,24 hrs 45 mins ,"₹ 14,403","₹ 13,272",1 stop via Patna,Mumbai,New Delhi,09:55,10:40+1 DAYArrival : New Delhi04 Sep 2020,03/09/2020,Economy
46,Air India,16 hrs 35 mins ,"₹ 14,611","₹ 13,260",1 stop via Kolkata,Mumbai,New Delhi,06:10,22:45,03/09/2020,Economy
0,Go Air,02 hrs 10 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,08:05,10:15,04/09/2020,Economy
1,Vistara,02 hrs ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,10:15,12:15,04/09/2020,Economy
2,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,13:30,15:40,04/09/2020,Economy
3,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,15:00,17:10,04/09/2020,Economy
4,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,17:00,19:10,04/09/2020,Economy
5,Spicejet,02 hrs 10 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,18:45,20:55,04/09/2020,Economy
6,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,07:00,09:15,04/09/2020,Economy
7,Spicejet,02 hrs 15 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,07:20,09:35,04/09/2020,Economy
8,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,10:00,12:15,04/09/2020,Economy
9,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,21:00,23:15,04/09/2020,Economy
10,IndiGo,02 hrs 05 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,09:50,11:55,04/09/2020,Economy
11,IndiGo,02 hrs 10 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,11:35,13:45,04/09/2020,Economy
12,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,08:00,10:15,04/09/2020,Economy
13,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,15:50,18:05,04/09/2020,Economy
14,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,18:35,20:50,04/09/2020,Economy
15,AirAsia,08 hrs 50 mins ,"₹ 5,313","₹ 4,669",1 stop via Hyderabad,Mumbai,New Delhi,16:10,01:00+1 DAYArrival : New Delhi05 Sep 2020,04/09/2020,Economy
16,IndiGo,04 hrs 30 mins ,"₹ 6,263","₹ 5,500",1 stop via Ahmedabad,Mumbai,New Delhi,15:45,20:15,04/09/2020,Economy
17,IndiGo,04 hrs 55 mins ,"₹ 6,527","₹ 5,750",1 stop via Udaipur,Mumbai,New Delhi,15:35,20:30,04/09/2020,Economy
18,IndiGo,05 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,14:00,19:45,04/09/2020,Economy
19,IndiGo,06 hrs 30 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,23:55,04/09/2020,Economy
20,IndiGo,07 hrs 05 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,16:15,04/09/2020,Economy
21,IndiGo,08 hrs 50 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,20:50,04/09/2020,Economy
22,IndiGo,11 hrs 40 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,20:50,04/09/2020,Economy
23,Vistara,10 hrs 25 mins ,"₹ 6,631","₹ 5,740",1 stop via Hyderabad,Mumbai,New Delhi,09:20,19:45,04/09/2020,Economy
24,IndiGo,07 hrs 55 mins ,"₹ 6,947","₹ 6,150",1 stop via Nagpur,Mumbai,New Delhi,09:50,17:45,04/09/2020,Economy
25,IndiGo,05 hrs 10 mins ,"₹ 6,999","₹ 6,200",1 stop via Hyderabad,Mumbai,New Delhi,17:25,22:35,04/09/2020,Economy
26,IndiGo,10 hrs 35 mins ,"₹ 6,999","₹ 6,200",1 stop via Hyderabad,Mumbai,New Delhi,12:00,22:35,04/09/2020,Economy
27,IndiGo,08 hrs 45 mins ,"₹ 7,157","₹ 6,350",1 stop via Varanasi,Mumbai,New Delhi,12:55,21:40,04/09/2020,Economy
28,Air India,09 hrs 30 mins ,"₹ 7,681","₹ 6,660",1 stop via Bhubaneswar,Mumbai,New Delhi,12:00,21:30,04/09/2020,Economy
29,IndiGo,05 hrs 25 mins ,"₹ 7,839","₹ 7,000",1 stop via Raipur,Mumbai,New Delhi,06:00,11:25,04/09/2020,Economy
30,IndiGo,05 hrs 25 mins ,"₹ 8,207","₹ 7,350",1 stop via Goa,Mumbai,New Delhi,12:35,18:00,04/09/2020,Economy
31,IndiGo,06 hrs 55 mins ,"₹ 8,396","₹ 7,581",1 stop via Allahabad,Mumbai,New Delhi,12:45,19:40,04/09/2020,Economy
32,Spicejet,14 hrs 45 mins ,"₹ 8,400","₹ 7,555",1 stop via Varanasi,Mumbai,New Delhi,06:40,21:25,04/09/2020,Economy
33,Air India,09 hrs 25 mins ,"₹ 8,424","₹ 7,160",1 stop via Bengaluru,Mumbai,New Delhi,10:30,19:55,04/09/2020,Economy
34,Vistara,11 hrs 15 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,20:15,04/09/2020,Economy
35,Vistara,05 hrs 50 mins ,"₹ 8,739","₹ 7,540",1 stop via Bengaluru,Mumbai,New Delhi,09:00,14:50,04/09/2020,Economy
36,Vistara,05 hrs 30 mins ,"₹ 9,571","₹ 8,540",1 stop via Chennai,Mumbai,New Delhi,09:45,15:15,04/09/2020,Economy
37,Vistara,10 hrs 30 mins ,"₹ 9,571","₹ 8,540",1 stop via Chennai,Mumbai,New Delhi,09:45,20:15,04/09/2020,Economy
38,Spicejet,26 hrs 05 mins ,"₹ 12,302","₹ 11,271",1 stop via Gorakhpur,Mumbai,New Delhi,10:55,13:00+1 DAYArrival : New Delhi05 Sep 2020,04/09/2020,Economy
39,Spicejet,10 hrs 35 mins ,"₹ 13,037","₹ 11,972",1 stop via Patna,Mumbai,New Delhi,09:55,20:30,04/09/2020,Economy
40,Spicejet,24 hrs 45 mins ,"₹ 13,983","₹ 12,872",1 stop via Patna,Mumbai,New Delhi,09:55,10:40+1 DAYArrival : New Delhi05 Sep 2020,04/09/2020,Economy
0,Go Air,02 hrs 05 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,06:00,08:05,05/09/2020,Economy
1,Go Air,02 hrs 10 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,21:30,23:40,05/09/2020,Economy
2,Vistara,02 hrs ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,10:15,12:15,05/09/2020,Economy
3,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,11:55,14:05,05/09/2020,Economy
4,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,13:30,15:40,05/09/2020,Economy
5,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,15:00,17:10,05/09/2020,Economy
6,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,17:00,19:10,05/09/2020,Economy
7,Spicejet,02 hrs 10 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,18:45,20:55,05/09/2020,Economy
8,Spicejet,02 hrs 15 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,07:20,09:35,05/09/2020,Economy
9,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,10:00,12:15,05/09/2020,Economy
10,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,21:00,23:15,05/09/2020,Economy
11,IndiGo,02 hrs 10 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,11:35,13:45,05/09/2020,Economy
12,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,08:00,10:15,05/09/2020,Economy
13,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,15:50,18:05,05/09/2020,Economy
14,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,18:35,20:50,05/09/2020,Economy
15,IndiGo,02 hrs 05 mins ,"₹ 4,213","₹ 3,598",Non stop,Mumbai,New Delhi,09:50,11:55,05/09/2020,Economy
16,AirAsia,08 hrs 20 mins ,"₹ 5,313","₹ 4,669",1 stop via Bengaluru,Mumbai,New Delhi,06:00,14:20,05/09/2020,Economy
17,IndiGo,04 hrs 30 mins ,"₹ 6,263","₹ 5,500",1 stop via Ahmedabad,Mumbai,New Delhi,15:45,20:15,05/09/2020,Economy
18,IndiGo,05 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,14:00,19:45,05/09/2020,Economy
19,IndiGo,06 hrs 30 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,23:55,05/09/2020,Economy
20,IndiGo,07 hrs 05 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,16:15,05/09/2020,Economy
21,IndiGo,08 hrs 50 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,20:50,05/09/2020,Economy
22,IndiGo,11 hrs 40 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,20:50,05/09/2020,Economy
23,Vistara,10 hrs 25 mins ,"₹ 6,631","₹ 5,740",1 stop via Hyderabad,Mumbai,New Delhi,09:20,19:45,05/09/2020,Economy
24,IndiGo,05 hrs 25 mins ,"₹ 6,893","₹ 6,100",1 stop via Goa,Mumbai,New Delhi,12:35,18:00,05/09/2020,Economy
25,IndiGo,06 hrs 20 mins ,"₹ 7,157","₹ 6,350",1 stop via Varanasi,Mumbai,New Delhi,12:55,19:15,05/09/2020,Economy
26,IndiGo,05 hrs 10 mins ,"₹ 7,516","₹ 6,693",1 stop via Hyderabad,Mumbai,New Delhi,17:25,22:35,05/09/2020,Economy
27,IndiGo,10 hrs 35 mins ,"₹ 7,516","₹ 6,693",1 stop via Hyderabad,Mumbai,New Delhi,12:00,22:35,05/09/2020,Economy
28,Spicejet,14 hrs 45 mins ,"₹ 7,560","₹ 6,755",1 stop via Varanasi,Mumbai,New Delhi,06:40,21:25,05/09/2020,Economy
29,Vistara,04 hrs 35 mins ,"₹ 7,681","₹ 6,740",1 stop via Goa,Mumbai,New Delhi,12:30,17:05,05/09/2020,Economy
30,IndiGo,10 hrs 25 mins ,"₹ 7,681","₹ 6,850",1 stop via Nagpur,Mumbai,New Delhi,09:50,20:15,05/09/2020,Economy
31,Air India,13 hrs 30 mins ,"₹ 7,681","₹ 6,660","2 stop via Tirupati,Visakhapatnam",Mumbai,New Delhi,09:30,23:00,05/09/2020,Economy
32,IndiGo,04 hrs 45 mins ,"₹ 7,787","₹ 6,950",1 stop via Dehradun,Mumbai,New Delhi,10:05,14:50,05/09/2020,Economy
33,IndiGo,07 hrs 55 mins ,"₹ 7,787","₹ 6,950",1 stop via Dehradun,Mumbai,New Delhi,10:05,18:00,05/09/2020,Economy
34,IndiGo,04 hrs 45 mins ,"₹ 7,871","₹ 7,030",1 stop via Chandigarh,Mumbai,New Delhi,08:55,13:40,05/09/2020,Economy
35,IndiGo,08 hrs 45 mins ,"₹ 7,943","₹ 7,100",1 stop via Indore,Mumbai,New Delhi,06:35,15:20,05/09/2020,Economy
36,IndiGo,10 hrs 55 mins ,"₹ 7,943","₹ 7,100",1 stop via Indore,Mumbai,New Delhi,06:35,17:30,05/09/2020,Economy
