,airline,time,price,base_price,stops,source,destination,dept_time,arrv_time,date,class
37,IndiGo,05 hrs 25 mins ,"₹ 8,207","₹ 7,350",1 stop via Raipur,Mumbai,New Delhi,06:00,11:25,05/09/2020,Economy
38,Vistara,11 hrs 15 mins ,"₹ 8,634","₹ 7,440",1 stop via Bengaluru,Mumbai,New Delhi,09:00,20:15,05/09/2020,Economy
39,IndiGo,07 hrs 05 mins ,"₹ 8,713","₹ 7,832",1 stop via Amritsar,Mumbai,New Delhi,16:10,23:15,05/09/2020,Economy
40,Vistara,05 hrs 50 mins ,"₹ 9,264","₹ 8,040",1 stop via Bengaluru,Mumbai,New Delhi,09:00,14:50,05/09/2020,Economy
41,Vistara,05 hrs 30 mins ,"₹ 9,571","₹ 8,540",1 stop via Chennai,Mumbai,New Delhi,09:45,15:15,05/09/2020,Economy
42,Vistara,10 hrs 30 mins ,"₹ 9,571","₹ 8,540",1 stop via Chennai,Mumbai,New Delhi,09:45,20:15,05/09/2020,Economy
43,Spicejet,27 hrs 15 mins ,"₹ 11,934","₹ 10,921",1 stop via Gorakhpur,Mumbai,New Delhi,10:55,14:10+1 DAYArrival : New Delhi06 Sep 2020,05/09/2020,Economy
44,Spicejet,10 hrs 35 mins ,"₹ 13,037","₹ 11,972",1 stop via Patna,Mumbai,New Delhi,09:55,20:30,05/09/2020,Economy
45,Spicejet,24 hrs 45 mins ,"₹ 13,511","₹ 12,422",1 stop via Patna,Mumbai,New Delhi,09:55,10:40+1 DAYArrival : New Delhi06 Sep 2020,05/09/2020,Economy
0,Go Air,02 hrs 05 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,06:00,08:05,06/09/2020,Economy
1,Go Air,02 hrs 10 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,21:30,23:40,06/09/2020,Economy
2,Vistara,02 hrs ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,10:15,12:15,06/09/2020,Economy
3,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,11:55,14:05,06/09/2020,Economy
4,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,13:30,15:40,06/09/2020,Economy
5,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,15:00,17:10,06/09/2020,Economy
6,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,17:00,19:10,06/09/2020,Economy
7,Spicejet,02 hrs 10 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,19:30,21:40,06/09/2020,Economy
8,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,07:00,09:15,06/09/2020,Economy
9,Spicejet,02 hrs 15 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,07:20,09:35,06/09/2020,Economy
10,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,10:00,12:15,06/09/2020,Economy
11,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,21:00,23:15,06/09/2020,Economy
12,IndiGo,02 hrs 05 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,09:50,11:55,06/09/2020,Economy
13,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,08:00,10:15,06/09/2020,Economy
14,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,15:50,18:05,06/09/2020,Economy
15,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,18:35,20:50,06/09/2020,Economy
16,AirAsia,08 hrs 20 mins ,"₹ 5,313","₹ 4,669",1 stop via Bengaluru,Mumbai,New Delhi,06:00,14:20,06/09/2020,Economy
17,IndiGo,04 hrs 55 mins ,"₹ 5,791","₹ 5,050",1 stop via Udaipur,Mumbai,New Delhi,15:35,20:30,06/09/2020,Economy
18,IndiGo,04 hrs 30 mins ,"₹ 6,053","₹ 5,300",1 stop via Ahmedabad,Mumbai,New Delhi,15:45,20:15,06/09/2020,Economy
19,Go Air,05 hrs 20 mins ,"₹ 6,492","₹ 4,636",1 stop via Lucknow,Mumbai,New Delhi,18:00,23:20,06/09/2020,Economy
20,IndiGo,05 hrs 10 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,22:35,06/09/2020,Economy
21,IndiGo,05 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,14:00,19:45,06/09/2020,Economy
22,IndiGo,08 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Varanasi,Mumbai,New Delhi,12:55,21:40,06/09/2020,Economy
23,IndiGo,08 hrs 50 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,20:50,06/09/2020,Economy
24,IndiGo,09 hrs 10 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,06:15,15:25,06/09/2020,Economy
25,IndiGo,10 hrs 35 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,22:35,06/09/2020,Economy
26,Air India,08 hrs 25 mins ,"₹ 6,631","₹ 5,660",1 stop via Hyderabad,Mumbai,New Delhi,14:10,22:35,06/09/2020,Economy
27,Vistara,10 hrs 25 mins ,"₹ 6,631","₹ 5,740",1 stop via Hyderabad,Mumbai,New Delhi,09:20,19:45,06/09/2020,Economy
28,IndiGo,05 hrs 30 mins ,"₹ 6,683","₹ 5,900",1 stop via Lucknow,Mumbai,New Delhi,06:15,11:45,06/09/2020,Economy
29,IndiGo,07 hrs 05 mins ,"₹ 6,841","₹ 6,050",1 stop via Hyderabad,Mumbai,New Delhi,09:10,16:15,06/09/2020,Economy
30,IndiGo,07 hrs 55 mins ,"₹ 6,841","₹ 6,050",1 stop via Nagpur,Mumbai,New Delhi,09:50,17:45,06/09/2020,Economy
31,IndiGo,11 hrs 40 mins ,"₹ 6,841","₹ 6,050",1 stop via Hyderabad,Mumbai,New Delhi,09:10,20:50,06/09/2020,Economy
32,IndiGo,05 hrs 25 mins ,"₹ 6,893","₹ 6,100",1 stop via Goa,Mumbai,New Delhi,12:35,18:00,06/09/2020,Economy
33,IndiGo,08 hrs 45 mins ,"₹ 6,893","₹ 6,100",1 stop via Indore,Mumbai,New Delhi,06:35,15:20,06/09/2020,Economy
34,IndiGo,10 hrs 55 mins ,"₹ 6,893","₹ 6,100",1 stop via Indore,Mumbai,New Delhi,06:35,17:30,06/09/2020,Economy
35,AirAsia,13 hrs 20 mins ,"₹ 7,287","₹ 6,549",1 stop via Ranchi,Mumbai,New Delhi,08:35,21:55,06/09/2020,Economy
36,Vistara,04 hrs 35 mins ,"₹ 7,681","₹ 6,740",1 stop via Goa,Mumbai,New Delhi,12:30,17:05,06/09/2020,Economy
37,Spicejet,14 hrs 45 mins ,"₹ 7,822","₹ 7,005",1 stop via Varanasi,Mumbai,New Delhi,06:40,21:25,06/09/2020,Economy
38,IndiGo,05 hrs 25 mins ,"₹ 7,839","₹ 7,000",1 stop via Raipur,Mumbai,New Delhi,06:00,11:25,06/09/2020,Economy
39,IndiGo,06 hrs 55 mins ,"₹ 7,896","₹ 7,105",1 stop via Allahabad,Mumbai,New Delhi,12:45,19:40,06/09/2020,Economy
40,Vistara,05 hrs 50 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,14:50,06/09/2020,Economy
41,Air India,09 hrs 25 mins ,"₹ 8,424","₹ 7,160",1 stop via Bengaluru,Mumbai,New Delhi,10:30,19:55,06/09/2020,Economy
42,Vistara,11 hrs 15 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,20:15,06/09/2020,Economy
43,Vistara,05 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,15:15,06/09/2020,Economy
44,Vistara,10 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,20:15,06/09/2020,Economy
45,IndiGo,06 hrs 30 mins ,"₹ 10,831","₹ 9,850",1 stop via Varanasi,Mumbai,New Delhi,06:15,12:45,06/09/2020,Economy
46,Spicejet,27 hrs 15 mins ,"₹ 11,200","₹ 10,221",1 stop via Gorakhpur,Mumbai,New Delhi,10:55,14:10+1 DAYArrival : New Delhi07 Sep 2020,06/09/2020,Economy
47,Spicejet,24 hrs 45 mins ,"₹ 11,673","₹ 10,672",1 stop via Patna,Mumbai,New Delhi,09:55,10:40+1 DAYArrival : New Delhi07 Sep 2020,06/09/2020,Economy
48,Spicejet,10 hrs 35 mins ,"₹ 12,093","₹ 11,072",1 stop via Patna,Mumbai,New Delhi,09:55,20:30,06/09/2020,Economy
49,Spicejet,17 hrs 40 mins ,"₹ 12,093","₹ 11,072",1 stop via Kolkata,Mumbai,New Delhi,05:50,23:30,06/09/2020,Economy
50,Air India,16 hrs 35 mins ,"₹ 14,716","₹ 13,360",1 stop via Kolkata,Mumbai,New Delhi,06:10,22:45,06/09/2020,Economy
0,Go Air,02 hrs 05 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,06:00,08:05,07/09/2020,Economy
1,Go Air,02 hrs 10 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,21:30,23:40,07/09/2020,Economy
2,Vistara,02 hrs ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,10:15,12:15,07/09/2020,Economy
3,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,13:30,15:40,07/09/2020,Economy
4,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,15:00,17:10,07/09/2020,Economy
5,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,17:00,19:10,07/09/2020,Economy
6,Spicejet,02 hrs 10 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,19:30,21:40,07/09/2020,Economy
7,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,07:00,09:15,07/09/2020,Economy
8,Spicejet,02 hrs 15 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,07:20,09:35,07/09/2020,Economy
9,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,10:00,12:15,07/09/2020,Economy
10,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,21:00,23:15,07/09/2020,Economy
11,IndiGo,02 hrs 05 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,09:50,11:55,07/09/2020,Economy
12,IndiGo,02 hrs 10 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,11:35,13:45,07/09/2020,Economy
13,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,08:00,10:15,07/09/2020,Economy
14,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,15:50,18:05,07/09/2020,Economy
15,IndiGo,02 hrs 15 mins ,"₹ 4,007","₹ 3,400",Non stop,Mumbai,New Delhi,18:35,20:50,07/09/2020,Economy
16,AirAsia,08 hrs 50 mins ,"₹ 5,313","₹ 4,669",1 stop via Bengaluru,Mumbai,New Delhi,06:00,14:50,07/09/2020,Economy
17,IndiGo,04 hrs 55 mins ,"₹ 5,633","₹ 4,900",1 stop via Udaipur,Mumbai,New Delhi,15:35,20:30,07/09/2020,Economy
18,IndiGo,04 hrs 30 mins ,"₹ 6,053","₹ 5,300",1 stop via Ahmedabad,Mumbai,New Delhi,15:45,20:15,07/09/2020,Economy
19,Air India,05 hrs 40 mins ,"₹ 6,106","₹ 5,160",1 stop via Ahmedabad,Mumbai,New Delhi,06:00,11:40,07/09/2020,Economy
20,IndiGo,05 hrs 10 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,22:35,07/09/2020,Economy
21,IndiGo,05 hrs 25 mins ,"₹ 6,579","₹ 5,800",1 stop via Goa,Mumbai,New Delhi,12:35,18:00,07/09/2020,Economy
22,IndiGo,05 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,14:00,19:45,07/09/2020,Economy
23,IndiGo,06 hrs 30 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,23:55,07/09/2020,Economy
24,IndiGo,07 hrs 55 mins ,"₹ 6,579","₹ 5,800",1 stop via Nagpur,Mumbai,New Delhi,09:50,17:45,07/09/2020,Economy
25,IndiGo,08 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Indore,Mumbai,New Delhi,06:35,15:20,07/09/2020,Economy
26,IndiGo,08 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Varanasi,Mumbai,New Delhi,12:55,21:40,07/09/2020,Economy
27,IndiGo,08 hrs 50 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,20:50,07/09/2020,Economy
28,IndiGo,09 hrs 10 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,06:15,15:25,07/09/2020,Economy
29,IndiGo,10 hrs 35 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,22:35,07/09/2020,Economy
30,IndiGo,10 hrs 55 mins ,"₹ 6,579","₹ 5,800",1 stop via Indore,Mumbai,New Delhi,06:35,17:30,07/09/2020,Economy
31,Vistara,10 hrs 25 mins ,"₹ 6,631","₹ 5,740",1 stop via Hyderabad,Mumbai,New Delhi,09:20,19:45,07/09/2020,Economy
32,IndiGo,05 hrs 30 mins ,"₹ 6,789","₹ 6,000",1 stop via Lucknow,Mumbai,New Delhi,06:15,11:45,07/09/2020,Economy
33,IndiGo,07 hrs 05 mins ,"₹ 6,947","₹ 6,150",1 stop via Hyderabad,Mumbai,New Delhi,09:10,16:15,07/09/2020,Economy
34,IndiGo,11 hrs 40 mins ,"₹ 6,947","₹ 6,150",1 stop via Hyderabad,Mumbai,New Delhi,09:10,20:50,07/09/2020,Economy
35,IndiGo,06 hrs 55 mins ,"₹ 7,543","₹ 6,768",1 stop via Allahabad,Mumbai,New Delhi,12:45,19:40,07/09/2020,Economy
36,Air India,09 hrs 30 mins ,"₹ 7,681","₹ 6,660",1 stop via Bhubaneswar,Mumbai,New Delhi,12:00,21:30,07/09/2020,Economy
37,Spicejet,14 hrs 45 mins ,"₹ 8,084","₹ 7,255",1 stop via Varanasi,Mumbai,New Delhi,06:40,21:25,07/09/2020,Economy
38,IndiGo,05 hrs 25 mins ,"₹ 8,207","₹ 7,350",1 stop via Raipur,Mumbai,New Delhi,06:00,11:25,07/09/2020,Economy
39,Vistara,05 hrs 50 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,14:50,07/09/2020,Economy
40,Air India,09 hrs 25 mins ,"₹ 8,424","₹ 7,160",1 stop via Bengaluru,Mumbai,New Delhi,10:30,19:55,07/09/2020,Economy
41,Vistara,11 hrs 15 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,20:15,07/09/2020,Economy
42,Vistara,05 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,15:15,07/09/2020,Economy
43,Vistara,10 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,20:15,07/09/2020,Economy
44,Spicejet,24 hrs 45 mins ,"₹ 10,517","₹ 9,572",1 stop via Patna,Mumbai,New Delhi,09:55,10:40+1 DAYArrival : New Delhi08 Sep 2020,07/09/2020,Economy
45,Spicejet,26 hrs 05 mins ,"₹ 10,570","₹ 9,621",1 stop via Gorakhpur,Mumbai,New Delhi,10:55,13:00+1 DAYArrival : New Delhi08 Sep 2020,07/09/2020,Economy
46,Spicejet,10 hrs 35 mins ,"₹ 10,885","₹ 9,922",1 stop via Patna,Mumbai,New Delhi,09:55,20:30,07/09/2020,Economy
0,Go Air,02 hrs 05 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,06:00,08:05,08/09/2020,Economy
1,Go Air,02 hrs 10 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,21:30,23:40,08/09/2020,Economy
2,Vistara,02 hrs ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,10:15,12:15,08/09/2020,Economy
3,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,13:30,15:40,08/09/2020,Economy
4,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,15:00,17:10,08/09/2020,Economy
5,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,17:00,19:10,08/09/2020,Economy
6,Spicejet,02 hrs 10 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,19:30,21:40,08/09/2020,Economy
7,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,07:00,09:15,08/09/2020,Economy
8,Spicejet,02 hrs 15 mins ,"₹ 4,006","₹ 3,371",Non stop,Mumbai,New Delhi,07:20,09:35,08/09/2020,Economy
9,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,10:00,12:15,08/09/2020,Economy
10,Air India,02 hrs 15 mins ,"₹ 4,006","₹ 3,330",Non stop,Mumbai,New Delhi,21:00,23:15,08/09/2020,Economy
11,IndiGo,02 hrs 05 mins ,"₹ 4,118","₹ 3,400",Non stop,Mumbai,New Delhi,09:50,11:55,08/09/2020,Economy
12,IndiGo,02 hrs 15 mins ,"₹ 4,118","₹ 3,400",Non stop,Mumbai,New Delhi,08:00,10:15,08/09/2020,Economy
13,IndiGo,02 hrs 15 mins ,"₹ 4,118","₹ 3,400",Non stop,Mumbai,New Delhi,15:50,18:05,08/09/2020,Economy
14,IndiGo,02 hrs 15 mins ,"₹ 4,118","₹ 3,400",Non stop,Mumbai,New Delhi,18:35,20:50,08/09/2020,Economy
15,AirAsia,07 hrs 35 mins ,"₹ 5,313","₹ 4,669",1 stop via Bengaluru,Mumbai,New Delhi,06:00,13:35,08/09/2020,Economy
16,Spicejet,17 hrs 15 mins ,"₹ 5,665","₹ 4,950",1 stop via Hyderabad,Mumbai,New Delhi,15:30,08:45+1 DAYArrival : New Delhi09 Sep 2020,08/09/2020,Economy
17,Spicejet,10 hrs 45 mins ,"₹ 5,984","₹ 5,255",1 stop via Ahmedabad,Mumbai,New Delhi,21:00,07:45+1 DAYArrival : New Delhi09 Sep 2020,08/09/2020,Economy
18,Spicejet,18 hrs 15 mins ,"₹ 5,984","₹ 5,255",1 stop via Ahmedabad,Mumbai,New Delhi,21:00,15:15+1 DAYArrival : New Delhi09 Sep 2020,08/09/2020,Economy
19,IndiGo,04 hrs 30 mins ,"₹ 6,053","₹ 5,300",1 stop via Ahmedabad,Mumbai,New Delhi,15:45,20:15,08/09/2020,Economy
20,IndiGo,04 hrs 45 mins ,"₹ 6,107","₹ 5,350",1 stop via Dehradun,Mumbai,New Delhi,10:05,14:50,08/09/2020,Economy
21,IndiGo,07 hrs 55 mins ,"₹ 6,107","₹ 5,350",1 stop via Dehradun,Mumbai,New Delhi,10:05,18:00,08/09/2020,Economy
22,IndiGo,05 hrs 10 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,17:25,22:35,08/09/2020,Economy
23,IndiGo,05 hrs 25 mins ,"₹ 6,579","₹ 5,800",1 stop via Goa,Mumbai,New Delhi,12:35,18:00,08/09/2020,Economy
24,IndiGo,05 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Lucknow,Mumbai,New Delhi,14:00,19:45,08/09/2020,Economy
25,IndiGo,06 hrs 20 mins ,"₹ 6,579","₹ 5,800",1 stop via Varanasi,Mumbai,New Delhi,12:55,19:15,08/09/2020,Economy
26,IndiGo,07 hrs 05 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,16:15,08/09/2020,Economy
27,IndiGo,07 hrs 55 mins ,"₹ 6,579","₹ 5,800",1 stop via Nagpur,Mumbai,New Delhi,09:50,17:45,08/09/2020,Economy
28,IndiGo,08 hrs 45 mins ,"₹ 6,579","₹ 5,800",1 stop via Indore,Mumbai,New Delhi,06:35,15:20,08/09/2020,Economy
29,IndiGo,08 hrs 50 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,20:50,08/09/2020,Economy
30,IndiGo,10 hrs 25 mins ,"₹ 6,579","₹ 5,800",1 stop via Nagpur,Mumbai,New Delhi,09:50,20:15,08/09/2020,Economy
31,IndiGo,10 hrs 35 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,12:00,22:35,08/09/2020,Economy
32,IndiGo,10 hrs 55 mins ,"₹ 6,579","₹ 5,800",1 stop via Indore,Mumbai,New Delhi,06:35,17:30,08/09/2020,Economy
33,IndiGo,11 hrs 40 mins ,"₹ 6,579","₹ 5,800",1 stop via Hyderabad,Mumbai,New Delhi,09:10,20:50,08/09/2020,Economy
34,Vistara,10 hrs 25 mins ,"₹ 6,631","₹ 5,740",1 stop via Hyderabad,Mumbai,New Delhi,09:20,19:45,08/09/2020,Economy
35,IndiGo,05 hrs 25 mins ,"₹ 6,893","₹ 6,100",1 stop via Raipur,Mumbai,New Delhi,06:00,11:25,08/09/2020,Economy
36,IndiGo,06 hrs 30 mins ,"₹ 6,893","₹ 6,100",1 stop via Varanasi,Mumbai,New Delhi,06:15,12:45,08/09/2020,Economy
37,IndiGo,04 hrs 45 mins ,"₹ 6,921","₹ 5,900",1 stop via Chandigarh,Mumbai,New Delhi,08:55,13:40,08/09/2020,Economy
38,IndiGo,06 hrs 55 mins ,"₹ 7,543","₹ 6,768",1 stop via Allahabad,Mumbai,New Delhi,12:45,19:40,08/09/2020,Economy
39,Vistara,04 hrs 35 mins ,"₹ 7,681","₹ 6,740",1 stop via Goa,Mumbai,New Delhi,12:30,17:05,08/09/2020,Economy
40,Air India,13 hrs 30 mins ,"₹ 7,681","₹ 6,660","2 stop via Tirupati,Visakhapatnam",Mumbai,New Delhi,09:30,23:00,08/09/2020,Economy
41,Spicejet,07 hrs 20 mins ,"₹ 8,079","₹ 7,250",1 stop via Bengaluru,Mumbai,New Delhi,16:20,23:40,08/09/2020,Economy
42,Spicejet,20 hrs 10 mins ,"₹ 8,079","₹ 7,250",1 stop via Bengaluru,Mumbai,New Delhi,16:20,12:30+1 DAYArrival : New Delhi09 Sep 2020,08/09/2020,Economy
43,Spicejet,14 hrs 45 mins ,"₹ 8,242","₹ 7,405",1 stop via Varanasi,Mumbai,New Delhi,06:40,21:25,08/09/2020,Economy
44,Vistara,05 hrs 35 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,14:35,08/09/2020,Economy
45,Vistara,11 hrs 15 mins ,"₹ 8,424","₹ 7,240",1 stop via Bengaluru,Mumbai,New Delhi,09:00,20:15,08/09/2020,Economy
46,IndiGo,07 hrs 05 mins ,"₹ 8,713","₹ 7,832",1 stop via Amritsar,Mumbai,New Delhi,16:10,23:15,08/09/2020,Economy
47,Vistara,05 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,15:15,08/09/2020,Economy
48,Vistara,10 hrs 30 mins ,"₹ 8,731","₹ 7,740",1 stop via Chennai,Mumbai,New Delhi,09:45,20:15,08/09/2020,Economy
49,Spicejet,24 hrs 45 mins ,"₹ 9,783","₹ 8,872",1 stop via Patna,Mumbai,New Delhi,09:55,10:40+1 DAYArrival : New Delhi09 Sep 2020,08/09/2020,Economy
50,Spicejet,17 hrs 40 mins ,"₹ 9,835","₹ 8,922",1 stop via Kolkata,Mumbai,New Delhi,05:50,23:30,08/09/2020,Economy
51,Spicejet,24 hrs ,"₹ 10,254","₹ 9,321",1 stop via Gorakhpur,Mumbai,New Delhi,13:00,13:00+1 DAYArrival : New Delhi09 Sep 2020,08/09/2020,Economy
52,Spicejet,26 hrs 05 mins ,"₹ 10,254","₹ 9,321",1 stop via Gorakhpur,Mumbai,New Delhi,10:55,13:00+1 DAYArrival : New Delhi09 Sep 2020,08/09/2020,Economy
53,Vistara,12 hrs 15 mins ,"₹ 10,306","₹ 9,240",1 stop via Kolkata,Mumbai,New Delhi,07:30,19:45,08/09/2020,Economy
54,Spicejet,10 hrs 35 mins ,"₹ 10,517","₹ 9,572",1 stop via Patna,Mumbai,New Delhi,09:55,20:30,08/09/2020,Economy
0,Go Air,02 hrs 05 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,06:00,08:05,09/09/2020,Economy
1,Go Air,02 hrs 10 mins ,"₹ 4,005","₹ 2,619",Non stop,Mumbai,New Delhi,21:30,23:40,09/09/2020,Economy
2,Vistara,02 hrs ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,10:15,12:15,09/09/2020,Economy
3,Vistara,02 hrs 10 mins ,"₹ 4,006","₹ 3,370",Non stop,Mumbai,New Delhi,13:30,15:40,09/09/2020,Economy
